id,title,source,price,currency,listing_created_on,is_active,last_modified_timestamp
86341,Hodges and Sons,Realtor,1239.03,USD,2020-06-23,True,2025-03-05
86342,Snyder LLC,Craigslist,4388.66,EUR,2025-01-28,False,2023-06-16
86343,Smith LLC,Realtor,3819.7,INR,2020-07-18,True,2020-08-11
86344,Strickland Inc,Realtor,3556.62,USD,2024-11-05,False,2025-01-17
86345,"Brown, Stephenson and Munoz",Realtor,4963.64,USD,2024-07-30,True,2023-04-01
86346,Schneider PLC,Craigslist,2214.45,EUR,2020-09-13,False,2025-02-11
86347,"Davis, Garcia and Burke",Zillow,1949.28,USD,2023-06-23,True,2024-06-26
86348,"Martin, Skinner and Gray",Realtor,4391.28,EUR,2022-01-12,False,2020-08-15
86349,Taylor Ltd,Airbnb,4475.04,USD,2024-05-16,False,2024-05-09
86350,George Group,Apartments.com,4909.66,USD,2023-10-03,True,2020-09-09
86351,Jenkins-Murphy,Craigslist,2165.65,USD,2024-10-20,True,2021-01-24
86352,Sloan-Hopkins,Realtor,2564.1,INR,2021-04-09,True,2020-10-13
86353,"Monroe, Moreno and Maxwell",Airbnb,1706.55,USD,2021-06-26,False,2023-05-28
86354,Bender PLC,Realtor,3370.75,EUR,2021-02-14,False,2021-12-06
86355,Hodges Inc,Zillow,2207.15,EUR,2022-10-19,False,2024-07-09
86356,Carson-White,Realtor,3323.14,USD,2024-09-22,True,2022-12-27
86357,Bradley Group,Apartments.com,2819.55,INR,2025-01-16,False,2021-10-07
86358,Willis PLC,Realtor,1047.78,INR,2022-04-29,True,2020-03-26
86359,"Miller, Townsend and Ramos",Apartments.com,1604.77,USD,2021-07-09,False,2024-01-22
86360,Sharp-Patel,Airbnb,2004.42,EUR,2021-03-07,False,2024-03-29
86361,Short-Blair,Realtor,3302.03,EUR,2020-03-30,True,2022-01-22
86362,Lamb PLC,Zillow,2017.66,USD,2023-08-26,True,2022-06-30
86363,Martinez-Pierce,Realtor,4972.89,INR,2021-09-25,False,2020-07-05
86364,Mcmahon-Schmidt,Zillow,3312.59,USD,2020-11-22,True,2024-08-28
86365,"Buchanan, Jones and Johnson",Apartments.com,2756.41,USD,2022-03-25,False,2022-11-02
86366,"Collins, Mcintosh and Morgan",Apartments.com,3778.57,INR,2020-01-19,True,2023-02-27
86367,"Brown, Green and Griffin",Airbnb,3070.38,EUR,2023-05-21,True,2021-05-28
86368,"Young, Avila and Carter",Realtor,2465.25,INR,2022-11-15,False,2022-10-29
86369,Lopez PLC,Apartments.com,3756.1,EUR,2021-01-20,True,2023-12-24
86370,"Shaw, Brennan and Burgess",Zillow,4082.06,USD,2024-10-21,True,2022-04-05
86371,Rice-Richardson,Airbnb,2144.82,USD,2023-06-17,False,2021-09-28
86372,Mckay and Sons,Realtor,4335.52,INR,2025-01-31,True,2023-03-03
86373,Gutierrez Ltd,Apartments.com,1409.43,INR,2022-07-30,True,2022-03-13
86374,Lewis-Kelly,Airbnb,2005.44,USD,2024-09-11,False,2023-01-31
86375,"Archer, Parker and Vazquez",Realtor,4067.89,USD,2022-11-09,True,2020-08-03
86376,Ramirez Inc,Airbnb,1797.06,INR,2024-06-11,False,2023-07-16
86377,White-Ryan,Craigslist,3015.29,EUR,2024-02-08,False,2023-02-16
86378,"Casey, Watkins and Obrien",Craigslist,2297.67,EUR,2023-10-04,False,2022-02-02
86379,Martin-Dennis,Craigslist,2820.72,EUR,2021-12-29,False,2021-06-13
86380,Moody PLC,Realtor,1616.89,EUR,2021-10-23,True,2023-04-03
86381,Miller-Skinner,Craigslist,1503.58,USD,2023-09-12,False,2022-12-26
86382,Holden-Sanchez,Airbnb,3243.06,USD,2022-03-09,False,2023-08-18
86383,"Walsh, Davis and Kim",Airbnb,1373.41,USD,2022-01-15,False,2021-09-29
86384,"Dawson, Bishop and Graham",Zillow,1301.87,INR,2021-12-02,True,2022-08-28
86385,"Miller, Flores and Williams",Airbnb,1632.07,EUR,2020-01-10,False,2023-02-05
86386,"Jefferson, Tucker and Wilson",Airbnb,3574.26,INR,2024-06-03,False,2022-09-04
86387,Waters-Moyer,Airbnb,1861.71,INR,2021-12-22,True,2023-04-22
86388,Cox Ltd,Craigslist,2742.19,USD,2020-04-20,True,2022-01-30
86389,"Bray, Rangel and Medina",Realtor,2038.85,USD,2022-09-26,False,2023-12-25
86390,Glover PLC,Apartments.com,3112.56,EUR,2023-08-15,False,2024-01-18
86391,"Bowers, White and Martinez",Apartments.com,2983.4,INR,2023-12-13,True,2020-04-29
86392,Freeman Inc,Zillow,3761.78,EUR,2020-09-08,True,2024-05-23
86393,Austin-Murphy,Craigslist,1148.06,USD,2020-12-02,True,2020-08-09
86394,Flores PLC,Craigslist,1479.95,EUR,2020-01-07,True,2020-11-17
86395,"Hernandez, Williams and Gonzalez",Realtor,2938.75,EUR,2023-08-31,False,2024-08-25
86396,Johnson and Sons,Airbnb,3149.12,EUR,2023-09-10,False,2024-01-18
86397,"Thompson, Salas and Washington",Zillow,3052.19,USD,2023-06-11,False,2020-04-12
86398,Schmidt-Warner,Airbnb,3808.56,USD,2024-12-04,False,2022-04-01
86399,Shea Inc,Zillow,3087.76,USD,2021-12-19,False,2024-05-12
86400,Espinoza LLC,Zillow,1295.72,USD,2020-12-24,True,2020-08-06
86401,Ward PLC,Airbnb,3273.78,EUR,2025-02-14,False,2021-06-18
86402,Compton PLC,Realtor,1100.39,USD,2023-09-04,False,2020-04-15
86403,Guzman-Martin,Zillow,4895.58,USD,2023-09-09,True,2023-06-18
86404,Harris-Ross,Apartments.com,3150.18,INR,2022-04-13,False,2020-06-05
86405,Castillo-Mcdonald,Realtor,2899.59,USD,2020-03-01,True,2023-08-25
86406,Fowler-Lamb,Apartments.com,3952.09,EUR,2021-09-23,True,2022-11-15
86407,"Lane, Thomas and Valdez",Craigslist,4368.62,INR,2021-07-10,True,2024-03-05
86408,Wang-Reeves,Airbnb,1131.98,USD,2021-01-30,True,2022-05-29
86409,Valdez PLC,Apartments.com,4923.54,INR,2024-04-28,False,2024-10-12
86410,Jenkins Ltd,Zillow,1509.96,EUR,2020-12-27,True,2022-07-14
86411,Smith-Johnson,Craigslist,1521.25,EUR,2024-03-03,True,2022-09-24
86412,White-Baker,Apartments.com,3600.57,EUR,2024-01-11,True,2023-07-06
86413,Booker-Sullivan,Realtor,1808.84,USD,2020-03-07,False,2022-11-15
86414,Patel LLC,Realtor,2047.78,INR,2020-03-25,True,2024-05-13
86415,Holden Ltd,Apartments.com,4259.59,EUR,2020-01-29,False,2023-03-18
86416,Perez and Sons,Airbnb,2714.86,INR,2022-07-08,False,2022-03-24
86417,Rios-Sullivan,Craigslist,1468.43,USD,2020-07-16,True,2023-07-19
86418,"Scott, Jones and Rosario",Realtor,4286.14,USD,2021-09-19,True,2022-07-22
86419,"Smith, Young and Munoz",Craigslist,2103.87,EUR,2025-02-12,True,2021-08-15
86420,Pittman PLC,Zillow,3185.21,EUR,2021-04-24,False,2022-10-09
86421,Fisher Group,Craigslist,4644.43,INR,2021-10-15,True,2024-11-22
86422,Stewart LLC,Airbnb,2351.63,USD,2024-03-26,True,2023-08-02
86423,"Mitchell, Higgins and Larson",Apartments.com,2013.3,USD,2021-05-06,False,2023-01-20
86424,Phelps-Flores,Craigslist,3197.67,INR,2024-11-23,True,2025-02-14
86425,"Gonzalez, Harrison and Moore",Craigslist,4593.97,USD,2022-08-23,True,2020-07-26
86426,Daniels-Houston,Airbnb,2205.1,USD,2024-09-19,False,2021-05-03
86427,"Cobb, Flores and Sutton",Airbnb,3751.29,EUR,2024-09-11,True,2022-07-14
86428,Cooper-Nelson,Realtor,4717.16,EUR,2024-07-28,True,2023-07-16
86429,Foster-Allen,Airbnb,2430.42,EUR,2024-02-19,True,2024-03-28
86430,"Nielsen, Ross and Cline",Zillow,4207.23,EUR,2023-06-11,True,2021-08-30
86431,Pittman and Sons,Realtor,4134.9,USD,2020-01-01,False,2024-12-15
86432,"Cunningham, Smith and Bryan",Realtor,4438.21,USD,2021-11-20,True,2020-07-01
86433,Logan-Jennings,Airbnb,1305.91,EUR,2023-12-12,False,2021-01-23
86434,Gonzales and Sons,Zillow,1841.11,USD,2023-09-29,False,2022-10-24
86435,Boyd-Barnes,Zillow,2541.29,EUR,2020-03-24,True,2025-02-04
86436,Brown-Bond,Apartments.com,1216.61,INR,2021-04-29,True,2020-05-05
86437,Petersen LLC,Apartments.com,2191.39,USD,2020-08-22,True,2024-06-06
86438,"Payne, Rangel and Clark",Apartments.com,3987.53,INR,2023-04-26,True,2020-04-23
86439,Green-Stewart,Zillow,2149.83,INR,2020-11-14,True,2020-10-12
86440,Brown Inc,Apartments.com,2765.9,INR,2020-08-11,False,2024-02-09
86441,Lucas-Novak,Zillow,1444.28,USD,2023-12-26,False,2020-03-09
86442,"Russell, Williams and Preston",Realtor,2195.51,EUR,2021-04-05,False,2020-08-20
86443,"Allen, Barrett and Bell",Apartments.com,3522.3,INR,2024-08-23,False,2023-06-28
86444,Young-Schmidt,Zillow,1418.92,USD,2020-02-26,False,2020-02-17
86445,Hughes-Cobb,Realtor,2903.95,USD,2024-10-18,True,2022-10-15
86446,"Elliott, Hernandez and Page",Apartments.com,1707.16,EUR,2024-12-20,True,2023-04-24
86447,"Anderson, Thompson and Jones",Airbnb,4892.19,INR,2020-04-07,False,2020-12-22
86448,Jenkins LLC,Zillow,3450.57,INR,2022-05-21,False,2024-02-09
86449,Miller-Hernandez,Realtor,3534.88,USD,2021-03-15,False,2021-10-20
86450,"Jackson, Chavez and Moyer",Craigslist,4892.63,EUR,2024-01-20,True,2025-03-05
86451,Henry Inc,Airbnb,1753.14,EUR,2021-12-15,True,2020-04-24
86452,Greene-Kent,Apartments.com,3671.54,INR,2022-07-10,True,2023-06-14
86453,Hunt Group,Airbnb,3639.56,EUR,2024-11-09,False,2020-03-30
86454,Robinson PLC,Apartments.com,1415.22,EUR,2021-07-04,False,2020-01-04
86455,Williams and Sons,Realtor,1757.93,INR,2020-02-29,True,2022-08-11
86456,Jackson-Johnson,Realtor,1504.17,INR,2024-05-26,True,2021-05-04
86457,"Page, Rios and Nelson",Realtor,2529.85,EUR,2022-12-31,False,2020-11-03
86458,"Haynes, Contreras and Key",Airbnb,3982.03,INR,2021-07-13,False,2022-07-22
86459,"Rogers, Scott and Jones",Zillow,3405.11,EUR,2021-09-22,False,2024-10-14
86460,Jones Inc,Apartments.com,2220.79,EUR,2024-11-16,False,2022-01-03
86461,"Robinson, Johnson and Leon",Craigslist,4088.2,USD,2021-12-16,False,2022-11-07
86462,Sanders Ltd,Realtor,2749.55,INR,2024-01-29,True,2023-03-31
86463,Ward and Sons,Craigslist,3627.41,EUR,2022-07-04,False,2020-09-03
86464,Gonzalez-Hendrix,Craigslist,3169.72,INR,2022-01-04,False,2022-06-14
86465,Reyes Ltd,Airbnb,3429.66,USD,2021-07-09,False,2025-01-18
86466,Allison-Allen,Realtor,4975.79,USD,2021-03-15,True,2021-06-07
86467,Delgado-Carroll,Realtor,2772.82,EUR,2024-12-07,True,2024-09-29
86468,Bird PLC,Airbnb,3626.61,EUR,2020-10-24,False,2021-03-26
86469,Berry PLC,Airbnb,4186.59,USD,2024-06-09,True,2022-08-17
86470,Zavala-Yang,Apartments.com,4199.44,USD,2020-04-17,False,2021-03-10
86471,Carrillo-Collins,Zillow,3542.46,EUR,2021-01-05,False,2021-11-07
86472,Sanders and Sons,Airbnb,4509.4,USD,2023-11-09,True,2020-08-24
86473,"Taylor, Rios and Barnett",Zillow,3685.6,EUR,2024-11-30,False,2024-01-19
86474,Jackson Ltd,Realtor,2337.67,INR,2021-12-25,False,2023-11-28
86475,"Vasquez, Johnson and Taylor",Realtor,4054.5,USD,2022-11-21,False,2024-05-04
86476,Brown Inc,Zillow,2078.72,EUR,2023-09-30,False,2023-02-24
86477,"Clark, Kramer and Pham",Airbnb,1511.05,USD,2020-02-22,False,2024-02-26
86478,Davis-Carrillo,Apartments.com,2607.32,INR,2021-01-12,False,2023-09-11
86479,"Caldwell, Bean and Charles",Craigslist,1984.52,INR,2021-03-16,True,2022-07-03
86480,Horton-Hale,Airbnb,3897.57,INR,2023-09-07,False,2020-05-14
86481,Ruiz Group,Craigslist,2328.5,INR,2021-11-11,True,2021-10-09
86482,Rice Ltd,Airbnb,3829.58,INR,2023-06-05,True,2022-01-08
86483,Torres PLC,Craigslist,4632.81,EUR,2020-10-10,True,2024-11-24
86484,Santiago-Ward,Realtor,1604.77,INR,2020-12-02,False,2022-03-29
86485,Russell PLC,Zillow,1865.55,USD,2020-10-31,False,2021-10-02
86486,Martin LLC,Realtor,3522.76,INR,2020-01-14,False,2021-09-23
86487,"Woods, Ferrell and Waters",Apartments.com,4366.18,EUR,2023-02-28,True,2020-12-30
86488,"Garcia, Jones and Russell",Airbnb,2803.21,INR,2024-08-16,False,2023-07-16
86489,Ferguson-Duncan,Apartments.com,4088.93,USD,2023-02-14,True,2021-11-17
86490,Oneill-Lynn,Zillow,2906.39,USD,2025-01-25,True,2021-01-12
86491,Miller-Evans,Zillow,2609.6,INR,2022-10-11,True,2023-03-20
86492,"Jackson, Armstrong and Garrett",Airbnb,4609.76,USD,2020-10-03,True,2020-08-22
86493,Gay-Pierce,Realtor,4684.67,INR,2024-03-20,False,2025-01-02
86494,Edwards-Roth,Airbnb,1910.41,INR,2023-07-26,False,2021-10-23
86495,Crawford Group,Realtor,1490.33,INR,2020-10-15,False,2023-05-20
86496,Pugh Ltd,Airbnb,1255.73,USD,2025-01-24,True,2022-04-04
86497,"Reed, Hurst and Johnson",Zillow,2617.6,USD,2024-02-25,False,2023-07-21
86498,Lowe Group,Apartments.com,2848.51,USD,2023-02-15,False,2023-08-05
86499,Taylor Group,Apartments.com,4740.13,USD,2023-05-22,False,2023-08-08
86500,Huff and Sons,Realtor,4435.55,USD,2024-12-10,True,2023-11-25
86501,"James, Owens and Moran",Realtor,1653.86,INR,2021-12-12,False,2022-12-06
86502,"Jenkins, Marshall and Berry",Airbnb,2899.04,INR,2022-09-11,True,2022-07-09
86503,"Crosby, Williams and Dyer",Zillow,2994.01,USD,2020-08-19,True,2022-10-11
86504,"Solomon, Smith and Thomas",Craigslist,2399.77,INR,2022-09-19,False,2021-07-22
86505,Reid and Sons,Realtor,3947.83,USD,2024-02-02,True,2023-11-03
86506,"Spears, Hill and Wiley",Zillow,1508.91,EUR,2023-11-02,False,2023-11-02
86507,Payne-Long,Craigslist,3507.44,INR,2020-06-05,True,2022-01-14
86508,Warner-Parrish,Apartments.com,4276.31,USD,2022-02-15,False,2022-10-07
86509,"Stevens, Shelton and Montgomery",Airbnb,1389.9,INR,2024-09-16,True,2022-10-06
86510,Vega Group,Realtor,3043.27,EUR,2023-09-27,False,2023-09-19
86511,Phillips-Allen,Craigslist,4042.34,EUR,2023-06-06,False,2020-11-08
86512,Faulkner PLC,Craigslist,2827.46,USD,2023-08-15,True,2021-09-26
86513,Wright Ltd,Airbnb,3209.45,INR,2025-02-07,True,2021-03-11
86514,"Fowler, Key and Hudson",Zillow,1091.11,EUR,2024-08-02,False,2022-05-28
86515,Rodriguez-Craig,Craigslist,4146.92,EUR,2024-11-30,False,2025-02-25
86516,Barnes PLC,Craigslist,4241.38,INR,2023-12-23,False,2022-08-03
86517,Becker-Richard,Apartments.com,4275.73,INR,2020-12-13,False,2022-12-12
86518,Phillips Inc,Craigslist,2920.43,EUR,2022-07-25,True,2023-08-13
86519,Jennings-Stewart,Realtor,4099.09,USD,2022-02-14,True,2024-04-18
86520,Barrera-Lam,Airbnb,3777.68,USD,2020-09-15,True,2022-06-29
86521,Morrison Inc,Airbnb,4127.21,INR,2021-11-02,False,2025-01-31
86522,Joseph Ltd,Airbnb,3807.45,EUR,2025-02-24,True,2020-12-13
86523,"Alvarado, Brown and Hart",Realtor,2398.14,INR,2023-01-21,False,2021-05-31
86524,Rose Inc,Craigslist,2574.44,USD,2021-07-10,True,2023-09-21
86525,"Trevino, Galvan and Gomez",Airbnb,1272.01,USD,2024-04-19,False,2021-12-22
86526,Castaneda Inc,Airbnb,4809.21,EUR,2023-11-23,True,2020-07-27
86527,"Jackson, Stone and Lee",Zillow,1679.24,INR,2020-12-10,False,2021-07-19
86528,Everett-Perry,Realtor,1760.89,USD,2024-05-22,True,2023-10-08
86529,"Lane, Hill and Wolf",Craigslist,3099.81,USD,2024-09-05,False,2022-10-22
86530,Small Group,Airbnb,2091.73,EUR,2024-11-02,False,2023-03-13
86531,Lopez-Allen,Airbnb,2427.26,INR,2024-09-12,False,2024-09-04
86532,"Owen, Jackson and Hensley",Apartments.com,1657.63,EUR,2024-03-02,True,2023-11-11
86533,Harris PLC,Airbnb,4096.6,EUR,2023-08-27,False,2023-06-28
86534,Shelton LLC,Craigslist,1253.06,EUR,2020-10-15,True,2024-06-20
86535,Cruz-Ibarra,Zillow,3786.69,EUR,2020-12-23,False,2020-08-21
86536,"Fitzgerald, Carroll and Davis",Craigslist,2245.19,EUR,2022-09-01,False,2023-05-12
86537,Perkins-Griffin,Airbnb,4932.87,INR,2021-05-28,False,2021-12-20
86538,"Smith, Wiley and Lucas",Realtor,2015.94,INR,2020-01-31,False,2024-12-17
86539,Mclean-Davis,Apartments.com,4330.1,EUR,2020-10-25,True,2023-05-31
86540,Barnett Ltd,Apartments.com,1940.21,EUR,2023-06-30,False,2022-12-16
86541,Perez LLC,Zillow,4373.1,INR,2021-11-05,False,2023-02-24
86542,"Webb, Fox and Brown",Airbnb,2550.06,USD,2024-07-08,False,2023-03-28
86543,"Bryan, Anderson and Peters",Realtor,3859.58,INR,2020-02-04,True,2024-03-02
86544,Hernandez Inc,Apartments.com,1644.36,INR,2022-10-17,False,2022-01-14
86545,"Jones, Sandoval and Drake",Apartments.com,3938.15,EUR,2020-12-11,True,2020-12-30
86546,Mitchell-Dougherty,Zillow,3599.26,USD,2024-07-25,False,2022-04-24
86547,"Harris, Ramos and Adkins",Craigslist,4625.17,INR,2025-01-31,False,2021-08-11
86548,Thornton-Davis,Apartments.com,4535.29,USD,2024-07-09,True,2024-09-14
86549,Sanders LLC,Airbnb,4661.93,USD,2021-03-23,False,2020-05-27
86550,Gray-Lee,Apartments.com,2629.62,INR,2021-02-10,False,2022-03-08
86551,Brewer PLC,Zillow,4891.82,INR,2022-02-03,True,2024-07-04
86552,"Fritz, Banks and Guerra",Zillow,2911.67,USD,2020-08-06,True,2025-02-17
86553,Rodriguez and Sons,Zillow,2536.5,USD,2022-03-11,True,2021-04-17
86554,Maldonado-Fields,Craigslist,3827.0,USD,2021-11-18,True,2020-10-03
86555,King-Harris,Realtor,1545.57,INR,2022-11-14,False,2021-05-26
86556,Bryant and Sons,Airbnb,3425.24,USD,2022-10-04,True,2020-05-10
86557,Hudson-Oconnell,Craigslist,3201.1,USD,2020-02-26,False,2023-05-30
86558,Salazar-Barber,Airbnb,2060.44,EUR,2021-08-13,False,2020-04-29
86559,Pace Group,Apartments.com,2199.36,INR,2021-05-09,True,2022-02-23
86560,Dunlap-Smith,Zillow,3210.77,EUR,2024-08-27,False,2022-04-07
86561,"Morales, Morris and Spears",Airbnb,4043.31,INR,2023-05-04,True,2024-01-30
86562,"Powers, Vargas and Coleman",Zillow,2208.93,USD,2020-02-18,True,2020-01-12
86563,"Marsh, Branch and Clayton",Zillow,1994.72,EUR,2024-05-04,False,2023-08-29
86564,Allen PLC,Apartments.com,3303.41,INR,2021-10-10,False,2022-04-18
86565,Mays PLC,Realtor,2040.72,EUR,2023-10-15,True,2024-05-17
86566,"Parker, Hall and Roberts",Airbnb,4330.62,USD,2024-10-12,False,2022-06-18
86567,"Bowen, Sharp and Guerra",Zillow,2942.12,USD,2024-06-05,True,2023-07-26
86568,Shaw and Sons,Apartments.com,2655.77,EUR,2024-09-19,False,2024-09-27
86569,Barnes-Carroll,Airbnb,4395.59,USD,2021-11-28,False,2021-04-20
86570,Walker-Boyd,Apartments.com,4431.44,USD,2024-12-19,True,2023-08-31
86571,Brooks and Sons,Zillow,2865.31,USD,2024-07-19,True,2022-09-17
86572,Banks-Gutierrez,Craigslist,4734.29,USD,2023-10-06,True,2021-04-22
86573,Drake-Peterson,Apartments.com,1206.37,USD,2021-06-19,False,2022-11-06
86574,"Wright, Scott and Salinas",Apartments.com,4464.06,USD,2024-07-13,True,2020-06-29
86575,Clark PLC,Apartments.com,1557.26,EUR,2024-02-06,True,2025-01-02
86576,Henderson Group,Zillow,4330.87,USD,2021-05-23,False,2020-02-03
86577,"Patterson, Jones and Crane",Craigslist,4222.7,EUR,2021-02-26,True,2022-02-16
86578,"Fox, Miller and Smith",Airbnb,2706.1,EUR,2020-09-06,True,2021-04-25
86579,"White, Campbell and Cabrera",Craigslist,2336.94,EUR,2021-09-20,True,2020-01-21
86580,Mann-Bishop,Zillow,4599.42,EUR,2020-07-29,False,2020-06-18
86581,"Weeks, Flores and Flores",Realtor,2603.81,EUR,2023-10-29,False,2022-06-20
86582,Mason PLC,Craigslist,1859.17,EUR,2023-09-02,False,2022-07-22
86583,Walker and Sons,Craigslist,3745.66,USD,2020-11-10,True,2022-03-06
86584,"Rich, Mcdonald and Patterson",Craigslist,4653.41,INR,2020-04-13,False,2025-01-03
86585,"Thornton, Bennett and Malone",Airbnb,3099.21,INR,2021-03-10,True,2022-05-15
86586,"Thompson, Garcia and Henderson",Zillow,3840.47,INR,2022-12-25,True,2024-01-30
86587,White-Jackson,Apartments.com,1312.15,USD,2024-08-11,False,2020-06-20
86588,Hayes-Lee,Apartments.com,2054.62,INR,2021-08-21,True,2023-03-17
86589,Shaffer-Nichols,Realtor,3977.25,INR,2024-05-25,True,2024-05-17
86590,"Phillips, King and Townsend",Realtor,3404.27,INR,2022-07-02,False,2022-12-20
86591,Gomez-Gordon,Airbnb,4298.62,USD,2023-04-08,False,2021-09-06
86592,Brewer Ltd,Apartments.com,4922.9,INR,2021-02-20,False,2022-01-13
86593,Myers Ltd,Apartments.com,4497.64,EUR,2021-06-27,True,2021-06-04
86594,Foley-Carter,Apartments.com,1556.47,EUR,2020-02-21,False,2022-08-19
86595,"Smith, Li and Simmons",Apartments.com,3626.35,USD,2023-06-06,False,2023-06-30
86596,Hernandez-King,Realtor,3718.78,USD,2024-11-30,True,2021-09-14
86597,"Garrett, Foster and Lee",Apartments.com,4590.88,INR,2022-08-08,True,2022-08-03
86598,"Sharp, Bird and Shepherd",Airbnb,2967.14,USD,2022-03-04,True,2020-04-27
86599,Griffin-Sweeney,Zillow,2759.45,USD,2024-09-20,False,2023-09-24
86600,"Park, Garcia and Gomez",Craigslist,3279.54,USD,2022-06-02,True,2022-09-28
86601,"Morgan, Walker and Williams",Craigslist,1006.09,INR,2024-12-05,True,2021-07-22
86602,"Bautista, Mclean and Pittman",Realtor,2766.61,EUR,2021-02-27,False,2022-08-31
86603,"Nolan, Smith and Mcdonald",Realtor,4764.54,USD,2024-09-08,False,2023-12-11
86604,Perez-Mack,Zillow,1678.94,EUR,2020-04-19,False,2023-02-26
86605,Garcia-Griffin,Craigslist,3421.85,USD,2022-04-11,False,2024-11-11
86606,Freeman-Perry,Realtor,4510.96,EUR,2021-04-20,True,2024-04-24
86607,"Hill, Smith and Cooper",Apartments.com,2940.44,EUR,2020-02-28,False,2024-05-04
86608,"Townsend, Kim and Alvarado",Apartments.com,2300.49,USD,2020-12-28,True,2024-03-14
86609,Herring-Lee,Zillow,3138.41,INR,2021-01-17,True,2020-02-26
86610,"Hines, Chandler and Johnson",Apartments.com,1748.93,INR,2020-03-26,True,2024-12-23
86611,Anderson Ltd,Airbnb,1163.67,USD,2024-05-17,False,2022-03-07
86612,Gallagher-Smith,Airbnb,3048.25,INR,2021-08-26,False,2022-09-05
86613,"Gutierrez, Norris and Harris",Apartments.com,2511.86,INR,2022-08-05,True,2022-07-09
86614,Lucas Inc,Craigslist,3861.4,EUR,2022-12-27,False,2023-07-25
86615,Lopez and Sons,Apartments.com,1572.23,USD,2025-01-22,True,2024-12-23
86616,"King, Graves and Brown",Realtor,2024.1,USD,2021-01-22,False,2022-08-06
86617,Martinez-Bailey,Apartments.com,1623.57,INR,2021-06-28,False,2020-12-22
86618,"Goodwin, Winters and Shepherd",Apartments.com,1919.82,EUR,2023-03-08,True,2022-12-14
86619,Arnold-Gardner,Airbnb,3655.01,USD,2024-06-26,True,2022-05-16
86620,"Brooks, Deleon and Wilkins",Zillow,3978.54,INR,2024-07-03,True,2020-03-15
86621,"Wade, Santiago and Blackburn",Realtor,2409.52,EUR,2023-11-25,False,2023-03-03
86622,"Proctor, Porter and Rhodes",Craigslist,1415.48,USD,2021-01-25,False,2021-07-21
86623,Clark Group,Zillow,4723.16,INR,2024-03-13,True,2022-11-28
86624,Haley and Sons,Zillow,2451.35,EUR,2020-07-05,True,2022-08-05
86625,Henry Group,Zillow,4880.93,EUR,2024-02-26,False,2023-12-01
86626,Richards LLC,Airbnb,2352.65,INR,2020-02-22,True,2024-10-01
86627,Contreras-Johnson,Craigslist,1462.93,EUR,2022-06-08,True,2021-05-19
86628,"Miller, Mason and Lewis",Apartments.com,4703.14,EUR,2023-08-17,False,2024-09-14
86629,Walker-Anthony,Apartments.com,2957.28,EUR,2022-07-27,False,2024-06-01
86630,"Ramos, Sanchez and Williams",Zillow,1151.23,EUR,2020-06-10,True,2023-02-11
86631,"Harrison, Martinez and Rodriguez",Apartments.com,3534.83,INR,2024-03-03,False,2022-07-06
86632,"Myers, Conner and Johnson",Airbnb,1471.4,USD,2023-04-01,True,2020-05-31
86633,"Parrish, Wyatt and Stuart",Zillow,2163.98,USD,2023-06-25,False,2022-03-28
86634,Hoover LLC,Airbnb,1295.92,EUR,2020-02-17,True,2024-09-06
86635,Jones-Greene,Craigslist,1706.63,INR,2020-07-06,False,2024-01-03
86636,"Lawrence, Stanley and Barron",Apartments.com,1335.19,USD,2023-01-30,False,2021-05-28
86637,Vasquez Ltd,Airbnb,2253.59,EUR,2022-03-11,False,2021-11-29
86638,Russell-Thomas,Realtor,1695.28,INR,2022-04-23,True,2023-09-01
86639,"Hardin, Ho and Washington",Apartments.com,4707.97,USD,2021-04-19,True,2021-03-17
86640,"Small, Freeman and Mitchell",Craigslist,4153.52,EUR,2024-06-05,False,2022-05-15
86641,Thomas-Stokes,Apartments.com,3035.83,USD,2022-09-08,False,2020-06-10
86642,Bell Ltd,Craigslist,4203.8,INR,2024-11-08,False,2022-08-16
86643,"Carter, Bates and Davis",Craigslist,4296.38,EUR,2020-02-01,False,2023-05-06
86644,Mcdonald LLC,Apartments.com,4626.6,USD,2025-01-14,True,2023-07-30
86645,Rogers and Sons,Airbnb,3965.86,USD,2022-05-06,False,2022-05-29
86646,Gibson-Kim,Realtor,3242.64,EUR,2023-05-07,False,2021-05-03
86647,Wright and Sons,Zillow,2011.37,INR,2024-12-29,False,2020-03-30
86648,Knight-Ruiz,Apartments.com,4976.28,EUR,2024-06-12,False,2025-01-15
86649,Patterson-Little,Airbnb,2897.35,INR,2024-02-28,True,2022-05-27
86650,"Howard, Randall and Sanchez",Apartments.com,4145.45,EUR,2022-03-02,True,2021-10-18
86651,Brown-Hurst,Realtor,2200.22,USD,2021-05-26,True,2024-09-18
86652,"White, Vargas and Ali",Airbnb,2702.21,USD,2022-04-20,True,2022-08-26
86653,"Heath, Smith and Davis",Craigslist,2072.13,INR,2021-05-26,True,2024-08-18
86654,"Phelps, Dickerson and Conley",Zillow,1942.55,INR,2024-02-22,True,2020-11-13
86655,Miller Ltd,Zillow,3545.49,INR,2020-11-27,True,2022-08-13
86656,Johnson-Stewart,Craigslist,3663.35,INR,2024-06-06,True,2024-06-27
86657,"Ward, Lopez and Young",Airbnb,1325.89,EUR,2023-01-14,True,2021-02-15
86658,"Campbell, Garcia and Davis",Realtor,3411.99,INR,2024-08-17,False,2024-02-19
